,Platform,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Description,URL
722,nes,Ultimate Stuntman,"January 1, 1990",none,Camerica,Baton,Action & Adventure,069667074007,12481,"Too hot to handle? Or can you take up the challenge? Equipped with a dazzling range of weapons and skills, travel through scores of different action scenes, battling against the hottest, meanest, mechanized maniacs ever dreamed up! Rescue the kidnapped scientist to halt the corrupt plans of Dr. Evil. Heaps of hardware, Power-Ups, booby-trapped bombs and the baddest bosses!",https://www.pricecharting.com/game/nes/ultimate-stuntman
723,nes,Uncharted Waters,"November 1, 1991",none,KOEI,KOEI,Strategy,040198000352,10090,"Climb aboard your flagship and set sail into the open seas! As a young Portuguese captain, you are in search of fortune and fame. With your first mate at the helm, navigate your way to distant lands and legendary riches.
Port ho! Cast another anchor in a new land and celebrate your safe journey! Later, barter with stubborn merchants for exotic spices and gems. Use your profits to improve your fleet or face the dangers of the sea-pirates, storms and the mysteries of the deep. Win allies for Portugal and the King will reward you grandly!
•	Travel in historical sailing vessels
•	Visit famous 16th century ports
•	Retrieve hidden treasure
•	Fight menacing pirates",https://www.pricecharting.com/game/nes/uncharted-waters
724,nes,Uninvited,"June 1, 1991",none,Kemco,Kemco,Action & Adventure,044499000134,10091,"What a pity about your automobile. And your sister, she came to our mansion for help. But now I'm afraid she desperately needs yours! Welcome to our humble abode. . .  
I regret you'll have to carry on your search alone. It seems we're down to a skeleton staff.  Oh, my! Is that your sister screaming? I hope you're not too late to save her. Horrors! It's becoming grotesquely obvious why all our guests feel so. . . Uninvited!",https://www.pricecharting.com/game/nes/uninvited
725,nes,Urban Champion,"June 1, 1986",none,Nintendo,Hi-Tech,Fighting,"045496630188,074299009242",12012,"Are you tough enough to take on the baddest guys on the block? Think you’re tough, huh? Well, you better be. Because you’ve got to be quick on your feet and fast with your hands to become the next URBAN CHAMPION. You’ve got to block, fake and land punches that will knock your opponent off the screen. Do that three times and there will be a confetti celebration in your honor as you become the new URBAN CHAMPION. But watch out. Just when you think you’ve beat him to the punch, you fall into an open manhole! Or get hit by a falling flower pot! Think you can handle the action? Then prove it. Play by yourself or challenge a friend, either way you’ll have a knockout time defeating the toughest guys in the neighborhood in URBAN CHAMPION.",https://www.pricecharting.com/game/nes/urban-champion
726,nes,Vegas Dream,"March 1, 1990",none,HAL Labs,HAL Labs,Casino,040458233049,12508,"Bring a casino home to your living room!  Up to four high rollers can play Blackjack, Roulette, Keno, or Slot Machines.  Odds are you're going to love VEGAS DREAM!",https://www.pricecharting.com/game/nes/vegas-dream
727,nes,Venice Beach Volleyball,"January 1, 1991",Everyone,American Video Entertainment,Idea-Tek,Sports,021619110126,12509,"Venice Beach Volleyball is no doubt the coolest video game under the hot summer sun. Check it out! We took miles of clear blue sky, warm sand, along with millions of gallons of narley 8 foot waves, mixed in dudes, babes and one ton of pure fun, then crammed the whole thing with the maximum amount of challenge and excitement allowable by federal law. Here you have it, the most excellent beach volleyball game ever!
Locals say kicking the butt of a computer controlled team is never easy without a lot of practice. You haven't seen anything until you challenge a friend head to head in competitive double player action mode.  Way rad beach volleyball action. Blazing 8-bit graphics, and killer tunes. That's what VENICE BEACH VOLLEYBALL is all about.
Check it out, but don't forget the sunscreen 'cause this game is cooking.
1 OR 2 PLAYER SIMULTANEOUS ACTION THAT CAN BE PLAYED IN COMPETITIVE OR COOPERATIVE MODES.
CHOOSE FROM ANY OF THE FOUR HOTTEST BEACH VOLLEYBALL TEAMS IN AMERICA.",https://www.pricecharting.com/game/nes/venice-beach-volleyball
728,nes,Vice Project Doom,"November 15, 1991",Everyone,Sammy,Aicom,Action & Adventure,039471905118,12510,"SHOOT TO THRILL!
Everybody's craving it, and the hunt is on. ..
""Gel"" is the latest to hit the streets.  It's neon green, lethal, and dropping its users like flies.
You're Vice Officer Quinn Hart, a no-nonsense sledgehammer for the law.  You pack a vicious. 44, crushing grenades, and a lightning fast whip that gives you an edge over anything on two feet.  Your mission: Take-down the big boss of this operation.
It ain't easy . . . you've got an army of assassins just waiting to take you for a ride - a LONG ride. You'll battle in the dark alleyways of Chinatown, on the highways, and through steamy jungles. Ultimately, you'll have to seek and destroy the vendor of the green elixir.",https://www.pricecharting.com/game/nes/vice-project-doom
729,nes,Videomation,"June 1, 1991",none,THQ,"Western Technologies, Inc.",Other,719575010054,10105,"With Videomation, Everyone is an Artist!
Videomation has drawing tools, stamps and an animation feature that lets your imagination go wild!  Use with the Nintendo Entertainment System to create vivid pictures with spectacular colors- some you can even program to move!
Add fun stamps to your drawing and direct the animation selection to make it come alive.  Hook up your VCR with Videomation to create wonderful, crazy additions to your family videos.
It's easy enough for everyone! Bring the action of a starship battle or the mystery of a dark forest into your home. Remember, the only limits to Videomation is your own imagination!
-  Easy for Children
-  Fun for teens
-  Entertaining for adults",https://www.pricecharting.com/game/nes/videomation
730,nes,Vindicators,"January 1, 1988",Everyone,Tengen,Imergy,Shoot'em Up,031763061120,12511,"TANKS FOR SAVING EARTH.
     The year is 2525.
     An attacking force of alien space stations approach Earth. Scanners indicate that a direct assault would be useless. You must infiltrate and destroy the invaders with the most powerful battle tanks ever created: Vindicators.
     For one or two gamers, VINDICATORS blows you away with incredible action and graphics as you blast your way through each station.  Your mission:  locate and destroy its control room.
     Power up you tank with special features such as enhanced speed, shot range, shot power, force field or even ""Smart Shots."" Keep replenishing your tank's fuel supply. Once you're out of gas, you're out!
     Destroy all the enemy stations and you'll face the evil Emperor of the alien empire in a final showdown.
     Win and the world cheers with you.
     Lose and kiss it goodbye.",https://www.pricecharting.com/game/nes/vindicators
731,nes,Volleyball,"March 1, 1987",Everyone,Nintendo,Nintendo,Sports,911990010453,12013,"Here's your chance to bump, set, and spike your way to victory!
Slam the perfect serve. Spike the game-winning point. Make the save that saves the game! It's all up to you. Because you call the shots in Nintendo VOLLEYBALL. You'll start by selecting a team from the country of your choice. As Captain, you'll lead your team through a fast-paced warm-up round, then quickly move into the heat of real volleyball competition. You'll decide when to spike, when to lob, when to make a diving save -- everything just like the captain of a real volleyball team!  Play against a friend or challenge the computer. Either way, Nintendo's true-to-life graphics and realistic game play will bring all the fun and excitement of volleyball right into your home!",https://www.pricecharting.com/game/nes/volleyball
732,nes,Wacky Races,"May 1, 1992",Everyone,Atlus,Atlus,Platformer,730865200030,10132,"MUTTLEY TO THE RESCUE!
Once again. Man's best friend leaps into battle when his pal Dick Dastardly plunges in over his head. After entering the Wacky Races, Dick Dastardly schemes land him right in the hands of his opponents. Now it's up to Muttley to save his bungling buddy and win the race.
But our hairy hero faces a multi-level race course with enemies lurking at every bend. Using only his mighty jaws, his leaping legs, and a secret weapon or two, Muttley must rescue Dick Dastardly and finish the race to earn the Championship Cup.",https://www.pricecharting.com/game/nes/wacky-races
733,nes,Wall Street Kid,"June 1, 1990",Everyone,Sofel,Sofel,Strategy,093295902012,10133,"Where life, love and money all depend on how well you play the game.
Make billions of dollars when you deal with the giants of Wall Street. Not only do you take risks by playing the stock market, you must prove you can uphold a high standard of living.
If you dream of fame and fortune, this Life Simulation game is your way to the top. You can taste the victory of success, by only if you're strong enough to face the challenge of life.
Now, are you ready to deal?",https://www.pricecharting.com/game/nes/wall-street-kid
734,nes,Wally Bear and the No Gang,"January 1, 1992",none,American Video Entertainment,American Game Cartridges,Platformer,021619110164,12513,"Grab your skateboard!
And don't forget your flying disc 'cause it’s time to play the hottest video game with the coolest character -WALLY BEAR!
Thrash bad attitudes as you cruise through five levels of intense graphics and excellent game play! You'll climb to the heights of city sky-scrapers and slosh through the depths of slimy toxic sewers. One thing is for sure, the best way to begin any adventure is to say ""NO!"" to drug and alcohol abuse.  
Parents love this game as much as kids because Wally Bear is much more than just another video game. This game offers a positive role model kids can relate to that reinforces the values of unity, loyalty, and honesty.  
So join Wally in a super adventure filled with non-stop action and excitement.  
High intensity graphics explode across your screen as you explore the Big City.
Finally, a game that parents will encourage their kids to play.  
Positive messages tell kids about peer pressure, strangers, and the dangers of drug and alcohol abuse.  
This game is endorsed by the AMERICAN MEDICAL ASSOCIATION and the NATIONAL CLEARINGHOUSE FOR ALCOHOL AND DRUG ABUSE.",https://www.pricecharting.com/game/nes/wally-bear-and-the-no-gang
735,nes,Wario's Woods,"December 10, 1994",Kids to Adults,Nintendo,Nintendo,Puzzle,045496630751,10138,"It's up to Toad to keep the woods safe in this new puzzle-action!
     Toad is back in his very own big adventure in this game with the challenge of Tetris. It's up to you and Toad to keep peace in the Mushroom Kingdom --- and that means outfoxing the wicked Wario!
     Monsters, goblins, and bombs fall from the sky faster and faster as Wario fires them into the woods. Toad must scramble to catch and line up the falling puzzle pieces to eliminate Wario's evil hold. If you loved Tetris, this puzzle action game is for you!
-  Choose one or two-player action!
-  Run the field to line up puzzle pieces and bombs!
-  Many levels, from challenging to gut-busting!",https://www.pricecharting.com/game/nes/wario's-woods
736,nes,Wayne's World,"November 1, 1993",Everyone,THQ,Radical Entertainment,Platformer,719575010122,10146,"It's Friday night.
It's your NES.
It's Wayne's World?
Okay.
I'm Wayne Campbell, your excellent host, and with me, as always, is Garth. Hi. We're glad you tuned in, because my faithful co-host and I are really getting dumped on, and we need some help, or, quite frankly, we're bucket! You see, we have this excellent cable access show, Wayne's World, but some dweeby producer from Chicago is trying to buy us out and make our show into some dweeboid ""Mister Campbell's Neighborhood."" Shyeahh, right! Anyhow, it's a really bizarre adventure trying to save our show: things start out in the music store, where all of this bargain merchandise comes after us. Kinda like that movie where vegetables come to life and crawl around. Good call, Garth. After that, things get even hairier: bogus bouncers at the Gasworks, a bizarro trip through a T.V. studio and nasty ninjas. (As if!)
Now you've gotta duke your way through five levels of really weird stuff, Eeewwww! This place has a bacon-whiff, and help us scarf donuts, get the girl, and save our show, all without honking. Shyeahh, right! Quickly, Garth, to the Mirth-Mobile! It's party time!",https://www.pricecharting.com/game/nes/wayne's-world
737,nes,Wayne Gretzky Hockey,"January 1, 1991",none,THQ,Bethesda Softworks,Sports,719575010016,12514,"Face off with the ""Great One"" Number ""99,"" Wayne Gretzky, nine time winner of the NHL's MVP award and the leading point scorer in the history of the game. Designed with Wayne and other hockey professionals, this riveting simulation is packed with all the excitement and hard-hitting action that could be squeezed into the Nintendo Entertainment System. From the adrenaline rush of a breakaway goal to the tension of Sudden Death Overtime, WAYNE GRETZKY HOCKEY takes you onto the ice for the ultimate test of skill.
Incredibly Realistic Design and Graphics
- Options include multiple game speeds and difficulty levels, a practice mode, and adjustable period lengths.
- Control any skater on the ice.
- Play against the computer, another player, you and a friend can battle the computer as teammates, or sit back and watch the computer play for you.
- Breathtaking overhead graphics let you experience the brilliant stick-work, the finesse of the passing game, the thrill of a last second save, or the crunch of a bone-wrenching body check!
- Animated refs make the penalty calls!",https://www.pricecharting.com/game/nes/wayne-gretzky-hockey
738,nes,WCW World Championship Wrestling,"April 1, 1990",Everyone,"FCI, Inc.",Nichibutsu,Wrestling,022909100087,12512,"Challenge the world's greatest wrestlers in the grappling action game that puts you in the toughest competition of all! Choose which wrestler you want to be or make up your own tag team from top NWA stars including: ""Nature Boy"" Ric Flair, Sting, ""Total Package"" Lex Luger, Ricky ""The Dragon"" Steamboat, Road Warriors ""Hawk"" and ""Animal,"" and ""Dogface Gremlin"" Rick Steiner. Become your favorite wrestler as you battle it out in the ring!
-  Twelve top stars of the NWA
-  Pair up your own tag team with any two wrestlers
-  1 or 2 player
-  Wrestlers are thrown over the ropes and continue fighting out of the ring
-  On-screen statistics of each wrestler
-  Exciting animated graphics and realistic sound effects",https://www.pricecharting.com/game/nes/wcw-world-championship-wrestling
739,nes,Werewolf,"November 1, 1990",Everyone,Data East,SAS Sakata,Platformer,013252002197,12515,"SLAMMIN' VIDEOGAME ACTION JUST BUSTIN' OUT!
He's bad, rad and extremely mad --- because to a Werewolf, there's nothing like revenge. The world's been destroyed by Dr. Faryan, a twisted madman possessed by an ancient spirit. Faryan's henchman rule. But one buff warrior's been granted magical powers of the wolf and is now out to bust-up Faryan. And when Werewolf finds him, the fur and fangs will fly.",https://www.pricecharting.com/game/nes/werewolf
740,nes,Wheel of Fortune,"September 1, 1988",Everyone,GameTek,Rare Ltd.,Puzzle,043948510002,12517,"Now you can play your favorite TV Game Show anytime. You're the contestant - compete against your friends or match wits with the computer. Press the button, hear the theme music; spin the wheel and win a fortune; hit bankrupt and lose it all. You get everything you see on TV - great graphics and animation, a colorful spinning wheel, and our very own blonde hostess to turn the letters. Even the music is authentic. There are over 1000 challenging puzzles to keep you guessing and if you're stuck you can always buy a vowel. Get set to spin... it's time to play WHEEL OF FORTUNE!",https://www.pricecharting.com/game/nes/wheel-of-fortune
741,nes,Wheel of Fortune Family Edition,"March 1, 1990",Everyone,GameTek,PopCap,Puzzle,043948510026,12516,"The exciting software version of television's number one game show has an all-new Family Edition! Now, everybody's favorite, Wheel of Fortune, has even more great fun: over a thousand challenging puzzles in both regular categories and new ones to give you even more great game play.
You're the contestant competing against your friends or matching wits with the computer. You already know how to play . . . and it's your turn. Let the theme music inspire you and spin for a consonant or buy a vowel if you have the cash. If you're right, the pretty hostess will turn the letters. Do you want to take a shot at guessing the puzzle, or do you want to run up your score?
Get set to spin, get set to win --- the Wheel of Fortune Family Edition is hours of fun for the whole family!",https://www.pricecharting.com/game/nes/wheel-of-fortune-family-edition
742,nes,Wheel of Fortune Featuring Vanna White,"January 1, 1992",Everyone,GameTek,PopCap,Puzzle,043948510040,10149,"Over 2,000 New Puzzles - All New Graphics
Get in the Game!
The all-new edition of Wheel of Fortune featuring Vanna White, the most popular game-show hostess ever and includes over 2,000 all-new Questions. New and enhanced graphics along with improved game play bring you the most exciting version ever of America's favorite game show. Play against the computer, or against up to three friends. Spin the Wheel, buy a vowel, or attempt to solve the puzzle, only Vanna knows what lies behind the tiles. Watching your favorite game show is fun, but with GameTek's WHEEL OF FORTUNE®, you don't just watch it, you live it!",https://www.pricecharting.com/game/nes/wheel-of-fortune-featuring-vanna-white
743,nes,Wheel of Fortune Junior Edition,"October 1, 1989",Everyone,GameTek,PopCap,Puzzle,043948510019,12518,"Now everyone's favorite TV Game Show is just for kids! It's got all the excitement of the adult version . . . everything you see on the TV and more. But the puzzles have been created just for the younger player.
It's your turn to be the contestant. Compete against your friends or match wits with the computer. Press the button, hear the theme music; spin the wheel, solve the puzzle and win a fortune; or hit bankrupt and lose it all. There are over 1000 puzzles to keep you guessing, and if you're stuck you can always buy a vowel.
It's time to play WHEEL OF FORTUNE!",https://www.pricecharting.com/game/nes/wheel-of-fortune-junior-edition
744,nes,Where's Waldo,"September 1, 1991",Everyone,THQ,Life Cycle,Puzzle,719575010023,12519,"TAKE A WORLD-WIDE HIKE!
WHERE'S WALDO?
That dashing globe-trotter is at it again! Fresh from the best-selling books, Waldo sets out for the moon. But he needs your help to make it through the multiple levels to the launch pad. Try to find our hero in the bustling crowd at a train station. Search through a mysterious forest and an ancient castle for the lost traveler.
A variety of challenges await you in this adventure classic! Chase after an animated Waldo as he wanders about a creepy cave. Take a wild ride on a subway car in a race against Whitebeard to find Waldo and keep his traveling plans alive. Unlimited combinations of characters are randomly generated to make each level different every time you play. Are you a world class Waldo spotter? Find out in this entertaining game from THQ.
- High Definition screens bring you all the details.
- There are 3 levels of difficulty, including a practice mode
- Family fun for all ages!",https://www.pricecharting.com/game/nes/where's-waldo
745,nes,Where in Time is Carmen Sandiego,"October 1, 1991",Everyone,Konami,"Distinctive Software, Inc.",Puzzle,083717110231,10152,"CAN YOU SOLVE THE GREATEST MYSTERIES OF ALL TIME?
     Outsmart Carmen Sandiego and her V.I.L.E. Henchmen, and you'll assume a place among history's greatest detectives. But slapping cuffs on these time traveling bandits won't be easy. For you not only have to figure out where they are, you must find out when they are. And that could take forever, considering their hideouts are scattered over the last 1,500 years!
     As a time sleuth with the ACME Detective Agency you'll control the Chronoskimmer 325i, the finest time machine money can buy. And instead of packing a pistol, you'll be armed with the New American Deck Encyclopedia. It's a standard police issue super weapon that helps you cross-reference and decipher clues to track, target and trounce 16 of the most notorious villains ever to loot time, ripping off valuables like Paul Revere's horse, the Eiffel Tower and Queen Elizabeth's tea set!
     Finally, you'll be assigned a ""partner"" who's known by everyone, from Robin Hood to General Custer. Code named Capture Robot, he'll do the dirty work when it's time to nab a thug. Of course, if he uses his laser chains to enforce the law without conclusive evidence or proper arrest warrants, the thief will be free to go, and you'll be free to feel like a total bonehead.
     All in all it's a brain draining, gut wrenching adventure that requires every ounce of skill and courage to solve. With 1,200 clues, hundreds of historic events, numerous world famous witnesses to question and a time deadline, it's no mystery why Carmen Sandiego is the ultimate challenge for the ultimate detective!",https://www.pricecharting.com/game/nes/where-in-time-is-carmen-sandiego
746,nes,Who Framed Roger Rabbit,"September 1, 1989",Everyone,LJN,Rare,Action & Adventure,023582051574,12520,"You’ve seen the movie. You know the story. A heartbroken, Hollywood “toon” star is accused of murdering on of the most popular men in town. The same man who was, just 24 hours earlier, seen playing “pattycake” with our star’s lovely and mysterious wife. It’s an open and shut case, right? Wrong!
This is where your job begins. You must search high and low through Downtown Los Angeles, The City Park, the Warehouse District and even Toontown looking for clues to help Eddie prove that Roger is innocent. You have to unearth all four pages of Marvin’s missing will that will guarantee Toontown’s future forever. At the same time, you must also keep the Weasels from getting Roger, protect Jessica from the dreaded Dipmobile and help Eddie stay out of jail. As it that’s not enough, you must collect the right weapons, accessories and facts that will enable you to defeat Judge Doom in the final confrontation.
You’ll have to call up all of your game playing and super-sleuth detective abilities to get you through this one…and there’s still no guarantee, In the end, the joke could be on you.",https://www.pricecharting.com/game/nes/who-framed-roger-rabbit
747,nes,Whomp 'Em,"March 1, 1991",none,Jaleco,S.A.D.,Action & Adventure,032264900192,12521,"UNKNOWN PERILS LURK BEHIND EVERY CORNER!
Find seven ancient magic totems.
-  Seven powerful magical objects to use.
-  Fight your way through eight complete worlds.
-  Choose your own adventure. Grapple evil beasts at the end of each world.",https://www.pricecharting.com/game/nes/whomp-'em
748,nes,Widget,"November 1, 1992",none,Atlus,American Sammy,Action & Adventure,730865200047,10154,"A WIDGET FOR ALL TROUBLES!
When Widget accidentally sends himself to Earth, he finds a whole planet-full of problems! Luckily he can transform into many different shapes and fight the criminals who are trying to destroy the Earth. As a Cannon, a Bird, a Dolphin, and more, Widget will tackle these fiends and finally face his own corrupt twin. Now join in the most dangerous, action-packed adventure a young Widget has ever faced!",https://www.pricecharting.com/game/nes/widget
749,nes,Wild Gunman,"October 1, 1985",Everyone,Nintendo,Hi-Tech,Light Gun,none,12522,"Take on the fastest guns in the West in WILD GUNMAN!
Your palm sweats as you grip the Zapper light gun. The Outlaw's eyes flash. He yells ""Fire!"" And suddenly you’re in the middle of a wild west shootout!  Get the Outlaw before he gets you, and you'll win a reward! But watch out, the more you win the tougher it becomes because this gunman has some very nasty friends. You can take on one outlaw, two outlaws or the whole wild gang. Are you up to the action? Because it's fast and furious in this quick-on-the-trigger Nintendo Light Gun Game!",https://www.pricecharting.com/game/nes/wild-gunman
750,nes,Willow,"December 1, 1989",Everyone,Capcom,Capcom,RPG,013388110148,12523,"Long ago, in a time of magic and sorcery, an evil sorceress named Queen Bavmorda ruled the land under a reign of terror. A baby has been born who, legend foretells, will destroy the wicked ruler but the Queen vows to slay the child first. Now the villagers of Nelwyn must band together to assist Willow, the child’s chosen protector.
A Willow, you must travel through mysterious forests and villages – first evading the Queen and her demons, then plotting to end her reign of terror. You will accumulate an arsenal of swords, shields, and most importantly magic, which are necessary for your final confrontation. Outnumbered by the Nockmaar Army, you must reply on inner strength and determination to destroy the evil Queen – before it’s too late!",https://www.pricecharting.com/game/nes/willow
751,nes,Win Lose or Draw,"March 1, 1990",none,Hi-Tech,Rare,Other,087855000300,12524,"All the challenge and action of the real TV Show!  And more . . . introducing the unique video drawing feature that lets YOU draw the clues, or the Computer Artist automatically draws the clues for you.
Hurry!  The clock begins to tick . . . the tension mounts . . . your concentration and reflexes are put to the test as pictures of wacky phrases and famous people are revealed on the screen.
Your living room comes alive with laughter and excitement as you try to outwit your friends.  It's the perfect party game!  And fun for the entire family!
Exciting Win, Lose, or Draw Features:
»  Computer Artist automatically draws clues on the screen like a real player.
»  Practice Mode quickly turns you into a video artist
»  Play alone or with up to six people
Win, Lose, or Draw. . . it's fast-paced fun for everyone!",https://www.pricecharting.com/game/nes/win-lose-or-draw
752,nes,Winter Games,"September 1, 1987",Everyone,Acclaim,Spike,Sports,021481102021,12525,"Go for the Gold!
It's all here --- the strategy, the challenge, the competition and the pageantry of the Winter Games. Compete against a friend or take on the computer in four completely realistic and action-packed events.  
Choose the country you want to represent. Then practice, train, and develop the winning strategy for each competition....Speed Skating is a grueling competition on ice. Hot Dog Aerials for daredevils on skis. Figure Skating to test balance, stamina, and precision. Bobsled, where every screaming turn could mean the difference between wiping out and winning gold.  
Your adrenaline and heart are racing. Let the games begin!",https://www.pricecharting.com/game/nes/winter-games
753,nes,Witch n' Wiz,"December 9, 2022",Not Applicable,Limited Run Games,Matt Hughson,Platformer,819976028044,4442142,none,https://www.pricecharting.com/game/nes/witch-n'-wiz
754,nes,Wizardry: Knight of Diamonds Second Scenario,"April 1, 1992",none,Ascii,none,RPG,093992010300,10166,none,https://www.pricecharting.com/game/nes/wizardry-knight-of-diamonds-second-scenario
755,nes,Wizardry: Proving Grounds of the Mad Overlord,"July 1, 1990",none,Nexoft,none,RPG,093992010256,19592,none,https://www.pricecharting.com/game/nes/wizardry-proving-grounds-of-the-mad-overlord
756,nes,Wizards and Warriors,"December 1, 1987",Teen,Acclaim,Milestone,RPG,021481102045,12528,"Wizards & Warriors
The Journey of Kuros Continues . . .
You are Kuros, the knight warrior.  Hero of the Books of Excalibur.  Your journey begins deep within the woods of Elrond, where even the wind obeys the Supreme Wizard Malkil.  A wizard so great, Merlin calls him teacher.  But Malkil has strayed from the path, and is now part of the dark side.
Buried with the catacombs and dungeons of Elrond lies the key to your quest.  The powers of levitation, the cloak of darkness, and the mysterious potions only Kuros can drink will be revealed to you.
In caverns of fire, through demons that fly and crawl, against the soldiers of the undead you must continue.  No sorcery can prevail.  For you are the only knight with the strength to wield the Brightsword.
The prisoner of the wizard awaits.  She calls to you from Castle IronSpire.  But the wizard is watching you, warrior.  And this tale has just begun.",https://www.pricecharting.com/game/nes/wizards-and-warriors
757,nes,Wizards and Warriors III Kuros Visions of Power,"March 1, 1992",Everyone,Acclaim,Milestone,Action & Adventure,021481105046,10167,"THE MIGHTY KUROS? IS BACK IN THE GREATEST WIZARDS & WARRIORS YET!
When Kuros last did battle with the Evil Wizard Malkil atop Icefire Mountain, he raised his IronSword in triumph and glory....or so he thought.
Suddenly, a powerful bolt of magic has robbed Kuros of his armor, memory and honor.  But the distant presence of evil stirs in his mind, leading him to the once far city of Piedup, the very same place the villainous soul of Malkil survives.
Without his armor, Kuros will need crafty disguises to travel undetected, ready to do battle as a wizard, nobleman, or thief.  His quest will take him from the depths of the dungeon to the palace containing riches beyond belief --- building strength, perfecting fighting skills and acquiring rare knowledge of magic along the way.  The time has come for Kuros to turn his visions of power ... into reality!",https://www.pricecharting.com/game/nes/wizards-and-warriors-iii-kuros-visions-of-power
758,nes,Wolverine,"October 1, 1991",none,LJN,SETA,Action & Adventure,023582051826,10169,"Stranded on a remote, deserted island by his arch enemies, Sabretooth and Magneto, Marvel Comics' Wolverine must fight the battle of his life.  Super-human powers, including regenerative healing abilities, an indestructible Adamantium skeleton and retractable razor sharp claws that slice through anything, make Wolverine a terrifying adversary...but has he finally met his match?
Lead Wolverine in this world-class struggle against Sabretooth and the evil genius, Magneto.  In the heat of the battle, fellow X-Men Havok, Jubilee and Psylocke come to your side helping even out the score.
To survive, you must complete 9 missions, including The Battle for the Skies, Trial by Fire, Trail by Water, The Dungeon of Traps, and the Land of Nightmares, until, at long last you face your ultimate foes.
Prepare for the most exciting and unpredictable X-Men adventure of them all!",https://www.pricecharting.com/game/nes/wolverine
759,nes,Wonderland Dizzy,"October 24, 2015",none,Codemasters,The Oliver Twins,Platformer,none,5115976,none,https://www.pricecharting.com/game/nes/wonderland-dizzy
760,nes,World Champ,"April 1, 1991",none,Romstar,Starfish,Sports,095474150108,10172,"FEATURE: 8 Player Elimination Tournament
You enter the arenas to the sound of thunderous applause. The spotlight hits you as you approach he ring.  The chants deafen you as you step onto the canvas. Sweat streams down your forehead as your adrenaline begins to flow.
Now it's time to prove what you're made of. The bell sounds and you face one of the most feared fighters in the world.
You jab.
You duck.
You swing.
Can you deliver the crushing blow to become WORLD CHAMP?",https://www.pricecharting.com/game/nes/world-champ
761,nes,World Class Track Meet,"September 1, 1987",none,Nintendo,Hi-Tech,Sports,786309012684,12530,none,https://www.pricecharting.com/game/nes/world-class-track-meet
762,nes,World Games,"March 1, 1989",Everyone,Milton Bradley,"Epyx, Inc.",Sports,032244048838,12532,"Take on the World!
Get ready - get set - get psyched!  The World Games are here!  And you’re a star athlete in this awesome international competition!  Go for the gold as you challenge the world's best athletes on their home turf!
Leap from the treacherous cliffs of Acapulico.  Go stomach-to-stomach with a 400 pound Japanese sumo wrestler.  Jump barrels on an icy lake in Germany.  And pump heavy iron in the Soviet Union.
Travel to Scotland for the amazing caber toss!  Then to Canada for frantic footwork with log rolling lumberjacks.  Ski the slalom on the snow-cover French Alps.  And ride the meanest, orneriest bull in the U.S.A.!
Return home with enough gold medals and join the World Hall of Fame!  
            8 International Events
»  Cliff Diving           »  Sumo Wrestling
»  Bull Riding          »  Barrel Jumping
»  Log Rollling         »  Slalom Skiing
»  Caber Toss         »  Weight Lifting
                  1 to 8 Players",https://www.pricecharting.com/game/nes/world-games
763,nes,Wrath of the Black Manta,"April 1, 1990",Everyone,Taito,Konami,Action & Adventure,020588010178,12533,"FOR EVERY CRIME, THERE IS  PUNISHMENT.
FOR EVERY VICE, THERE IS VENGEANCE.
Big Apple crime is rotten to the core.  Now, there's only one way to keep the peace. The way of the Ninja.  Introducing the deadliest fighting skills the game world has ever seen: Ten awesome powers, including --- 
Art of Invisibility Disappear and become invulnerable to attack.  
Art of Fire Ring Incinerate enemies caught in your deadly ring of fire.  
Art of Teleportation Freeze time to reposition yourself and surprise attackers.",https://www.pricecharting.com/game/nes/wrath-of-the-black-manta
764,nes,Wrecking Crew,"October 1, 1985",Everyone,Nintendo,Hi-Tech,Action & Adventure,074299009082,12014,"Here's an off-the-wall demolition game that you design yourself!
This amazing Nintendo Programmable game lets you design your own building, place obstacles wherever you want them, and then blow everything to smithereens!  You can play the game as designed by Nintendo, or you can be the game designer and build a different maze of barriers to tear down every time.  You'll have hours of fun demolishing monster like Gotchawrench and Eggplant Man, and blowing up a building you built yourself, in this off-the-wall demolition game!",https://www.pricecharting.com/game/nes/wrecking-crew
765,nes,Wurm Journey to the Center of the Earth,"November 1, 1991",none,Asmik,NEC,Action & Adventure,096066900019,10208,"The year is 1999.
Strange phenomena has begun to take place on the surface of the earth.  Destructive earthquakes and volcanic eruptions have scarred the planet.
Moby the top Commander of the Marine Corps has been selected to Wurm, the Vector Zilus Research vehicle deep into the center of the earth.
Ground control has lost all contact with the previous Wurm missions.  Now Moby's is the only one left.
But she's not going in alone.  There's an experienced crew you can turn to for advice before you help find her father, who was lost in the last expedition.
When the heat is really on, you can make Wurm change forms from a drill tank, to a hover craft, to a Super Jet Fighter, each specially equipped with the latest Weapons 1999 has to offer.
Wurm is the ultimate game of adventure because it combines the skill of Role-playing with the exciting shoot'em up action of the arcades.
Moby and her crew are a long way from home, but even a longer way from exploring all 20 levels that will give you the clues to successfully complete the mission and rescue the Earth.  
It's time to board Wurm.
Going down anyone?",https://www.pricecharting.com/game/nes/wurm-journey-to-the-center-of-the-earth
